
============================================================
Conversiones realizadas el: 2025-02-02 00:10:22.588420
============================================================
     Decimal |          Binario |  Hexadecimal
51784536861253599232 | 101100111010100111101000011110100010111001001001001000000000000000 | 2CEA7A1E8B9248000
349952631194326007808 | 100101111100010010001011111111111000101010111000101100000000000000000 | 12F8917FF157160000
364697620998709968896 | 100111100010100110010001110100000110000101010001001100000000000000000 | 13C5323A0C2A260000
186247503255948984320 | 10100001100010110100000011010110111000000010001111111000000000000000 | A18B40D6E023F8000
61502457861358698496 | 110101010110000100100111111001001000100111101101110100000000000000 | 355849F9227B74000
38358829824519503872 | 100001010001010101111100000111110111011010001001010000000000000000 | 21455F07DDA250000
323932785870572027904 | 100011000111101111000011100000111101011010110000111110000000000000000 | 118F78707AD61F0000
153263307689504997376 | 10000100111011110100101001100101000111011110010101110000000000000000 | 84EF4A651DE570000
40309176998521200640 | 100010111101100110111101101110100110111001001100111110000000000000 | 22F66F6E9B933E000
251087512052712996864 | 11011001110010001010000010011110010010101110100100100000000000000000 | D9C8A09E4AE920000
183124580413681008640 | 10011110110101011101001100111010011010001111111010011000000000000000 | 9ED5D33A68FE98000
183829976800066994176 | 10011111011100100111010001011110110100111100010010110000000000000000 | 9F72745ED3C4B0000
305511248985710985216 | 100001000111111010001111111100100100011010111001110010000000000000000 | 108FD1FE48D7390000
305957048522057973760 | 100001001011000000001110010101001100111010100001110000000000000000000 | 109601CA99D4380000
286148149742501986304 | 11111000001100011010011100100001110011101001000111011000000000000000 | F831A721CE91D8000
298753001500566028288 | 100000011001000000111111000000000000011100110111110110000000000000000 | 103207E000E6FB0000
50444509574770696192 | 101011110000001110111001100011000100011000111111111010000000000000 | 2BC0EE63118FFA000
328201492170128031744 | 100011100101010110101111011100011111000100001101000010000000000000000 | 11CAB5EE3E21A10000
254488114110719983616 | 11011100101110111011011001110111001010101000100010100000000000000000 | DCBBB6772A88A0000
194774679990026010624 | 10101000111100001010101010110111110110001101111000101000000000000000 | A8F0AAB7D8DE28000
119826897918477991936 | 1100111111011101110101010001100100101100111111000000000000000000000 | 67EEEA8C967E00000
145242397046748004352 | 1111101111110100100101001101001011000111001101010001100000000000000 | 7DFA4A69639A8C000
325894042262044016640 | 100011010101010110000001110001100011011010101010001100000000000000000 | 11AAB038C6D5460000
369376945651185025024 | 101000000011000100010100001110000011011011101101001110000000000000000 | 1406228706DDA70000
237070343779476013056 | 11001101101000000011000011011001110101101011011001111000000000000000 | CDA030D9D6B678000
91726055459436199936 | 1001111100011110100011010010111010001110011011110011000000000000000 | 4F8F4697473798000
267880524306478989312 | 11101000010110010110110011011001000010011101000100110000000000000000 | E8596CD909D130000
237966135658349985792 | 11001110011001110001100010111001010100101000010111100000000000000000 | CE6718B95285E0000
109807212315683995648 | 1011111001111100001100101011101000101001100001111100100000000000000 | 5F3E195D14C3E4000
337023924104133017600 | 100100100010100100101100000010101011111101011000011110000000000000000 | 1245258157EB0F0000
91438889854969806848 | 1001111010011111000001100011101101111101101100010111000000000000000 | 4F4F831DBED8B8000
328110795970061008896 | 100011100100101110011101101101000011101111110001010000000000000000000 | 11C973B6877E280000
247969997623141990400 | 11010111000101000110011001110000100101110001110101100000000000000000 | D7146670971D60000
251952568839359004672 | 11011010100010001011010101100111010100011101001001011000000000000000 | DA88B56751D258000
231572103588377985024 | 11001000110110110101011000010100101011000011001110110000000000000000 | C8DB5614AC33B0000
178711185832525987840 | 10011011000000011101101011001010100110001000100010001000000000000000 | 9B01DACA988888000
38215560055198998528 | 100001001001011000111100010110010100111110101111100110000000000000 | 21258F1653EBE6000
288221882492180987904 | 11111001111111100001110100110000111111001000110100111000000000000000 | F9FE1D30FC8D38000
104437860350644994048 | 1011010100101011101110100001010011101000110000011000100000000000000 | 5A95DD0A7460C4000
12859488849272399872 | 1011001001110110000101001111100111010101111110100110100000000000 | B27614F9D5FA6800
117178397983658999808 | 1100101101000101101010011000010000011011101010110000000000000000000 | 65A2D4C20DD580000
35236187830983401472 | 11110100100000000000101100010010010011000101101010010000000000000 | 1E900162498B52000
105669223049198993408 | 1011011101001110100011111101000000011110011000001101000000000000000 | 5BA747E80F3068000
225100037177583992832 | 11000011001111100011111110110010111010010001000111100000000000000000 | C33E3FB2E911E0000
293377761314951004160 | 11111110011101101111001011111000100010110000111111100000000000000000 | FE76F2F88B0FE0000
273002300173957988352 | 11101100110010101011000000011001010001111101010101000000000000000000 | ECCAB01947D540000
48198874849881800704 | 101001110011100100110011010100111010110000101101101100000000000000 | 29CE4CD4EB0B6C000
277842008442532003840 | 11110000111111010101000110101001101111000010001101000000000000000000 | F0FD51A9BC2340000
11751601516221999104 | 1010001100010110000100110101000011111100010110101010100000000000 | A3161350FC5AA800
173438038433050001408 | 10010110011011101111101100010000101001101110011111100000000000000000 | 966EFB10A6E7E0000
51858365161490898944 | 101100111110101101111011000101101101100011001010000110000000000000 | 2CFADEC5B63286000
139689681458666995712 | 1111001001010010101011100010010110111010011010100010000000000000000 | 79295712DD3510000
218704676669640998912 | 10111101101100100011000110001010111100011010100111010000000000000000 | BDB2318AF1A9D0000
199902990011967995904 | 10101101011000110110000101100100100011010001110100000000000000000000 | AD6361648D1D00000
230946221605360992256 | 11001000010100000101110011001111000111001110001011111000000000000000 | C8505CCF1CE2F8000
53456203967880896512 | 101110010111011010100101100100100100100010010111100010000000000000 | 2E5DA9649225E2000
3334061668523010048 | 10111001000100111101110110110001000011100011110110100000000000 | 2E44F76C438F6800
205444810568095989760 | 10110010001100011110100101101011011111101010110001111000000000000000 | B231E96B7EAC78000
275229552042820009984 | 11101110101110010011110010110101101010110010001011001000000000000000 | EEB93CB5AB22C8000
90385560551797506048 | 1001110011001011010000001000111000001001010011100110100000000000000 | 4E65A04704A734000
237840935803028013056 | 11001110010010110100101111101111101001000001111110001000000000000000 | CE4B4BEFA41F88000
33497230033298698240 | 11101000011011110000100010011110101000110010100001011000000000000 | 1D0DE113D4650B000
112857284324307992576 | 1100001111000110101100111100010011001000001101000111000000000000000 | 61E359E2641A38000
122574062197974007808 | 1101010010100001110100011000010010011010010111000001000000000000000 | 6A50E8C24D2E08000
173284685917077012480 | 10010110010011001110110111111011110101101110100000101000000000000000 | 964CEDFBD6E828000
200784890997970010112 | 10101110001001110011001110101000111100000111100001111000000000000000 | AE2733A8F07878000
140969315097824002048 | 1111010010001010111100111010011000110101011111010010000000000000000 | 7A4579D31ABE90000
8669356783040400384 | 111100001001111101111100000111111011100001111110000110000000000 | 784FBE0FDC3F0C00
203283051387546992640 | 10110000010100011110011110100011001001111100001101111000000000000000 | B051E7A327C378000
317933954541448986624 | 100010011110000111000010011110010101101001110010000100000000000000000 | 113C384F2B4E420000
140174673033640001536 | 1111001100101010000011110100111001001100100101000111100000000000000 | 799507A7264A3C000
176902780602868989952 | 10011001011100000100111011011010111111101100110111101000000000000000 | 99704EDAFECDE8000
566569032951228032 | 11111011100110110111000100010011101110010110110011010000000 | 7DCDB889DCB6680
193129735905695006720 | 10100111100000110110101001111000111110011111111101001000000000000000 | A7836A78F9FF48000
263826146621953015808 | 11100100110101010010110000101000101010110101101000100000000000000000 | E4D52C28AB5A20000
12854824091495700480 | 1011001001100101100000100110011101000111101111000001100000000000 | B265826747BC1800
54065354809211502592 | 101110111001001110101110011011111110011010100000100100000000000000 | 2EE4EB9BF9A824000
237758227290965999616 | 11001110001110001110111010000000011000101000100111010000000000000000 | CE38EE806289D0000
328903046355476021248 | 100011101010001110010010110100000111010101001111111000000000000000000 | 11D4725A0EA9FC0000
218694349070494990336 | 10111101101011111110011001111100100110001100001000100000000000000000 | BDAFE67C98C220000
276867158612781006848 | 11110000001001001101101111011101101001101110100010111000000000000000 | F024DBDDA6E8B8000
215675399049670983680 | 10111011000100011000111100001011110100001010010000101000000000000000 | BB118F0BD0A428000
261299803647940001792 | 11100010101001000011011000101111110111111010110010001000000000000000 | E2A4362FDFAC88000
264931253504651001856 | 11100101110010101000111000110110010110000011101011111000000000000000 | E5CA8E36583AF8000
3787538566608489984 | 11010010010000000010100100001001010011110010101000111000000000 | 34900A4253CA8E00
347944550560212975616 | 100101101110010110011010111010011111011001010011100000000000000000000 | 12DCB35D3ECA700000
205264079367320010752 | 10110010000010011100100000001010011000011100101100101000000000000000 | B209C80A61CB28000
314575932977117986816 | 100010000110110011110001110000101100100010100001101010000000000000000 | 110D9E385914350000
231610740274365988864 | 11001000111000111110101001010010011100111010110110000000000000000000 | C8E3EA5273AD80000
327451129991446986752 | 100011100000001001100000110111101000100011000011101010000000000000000 | 11C04C1BD118750000
95974699781814501376 | 1010011001111101010101000001111010010101111110100000100000000000000 | 533EAA0F4AFD04000
63120952722153799680 | 110110101111111010101011000001001001011000001101000000000000000000 | 36BFAAC1258340000
75941555769001705472 | 1000001110111100110100110101001110111000101110111010000000000000000 | 41DE69A9DC5DD0000
160620552813525008384 | 10001011010100001110110101011100011110011101000001110000000000000000 | 8B50ED5C79D070000
139516852502281994240 | 1111001000000101111011011100010100010101011000101100100000000000000 | 7902F6E28AB164000
324467959265032011776 | 100011001011011100101110000011101100010111100001001100000000000000000 | 1196E5C1D8BC260000
80446020841462005760 | 1000101110001101001101011011011101111101001000000111000000000000000 | 45C69ADBBE9038000
352518089867413028864 | 100110001110000101011110101110000001101110110011000100000000000000000 | 131C2BD70376620000
110652373765404999680 | 1011111111110011100001100111010110110100000101101111100000000000000 | 5FF9C33ADA0B7C000
59621992258041700352 | 110011101101101011110111100001000101011101101010100110000000000000 | 33B6BDE115DAA6000
38432222947123904 | 10001000100010011110011100110100101100010010001011000000 | 8889E734B122C0
229659673584118988800 | 11000111001100101011000100000101010111101101100100110000000000000000 | C732B1055ED930000
334591252756312031232 | 100100010001101100010111010111010010000110100111010110000000000000000 | 122362EBA434EB0000
245567041799774011392 | 11010100111111101101011000110111001001101011000010000000000000000000 | D4FED63726B080000
279357189147288010752 | 11110010010011011100000110110110111001111111101101100000000000000000 | F24DC1B6E7FB60000
210661580697016991744 | 10110110101110000100010001111000001011010011111111000000000000000000 | B6B844782D3FC0000
24075902888010199040 | 10100111000011110110010100001110111110110101001100011000000000000 | 14E1ECA1DF6A63000
56669265567581003776 | 110001001001110001101011001100100101111101111100001110000000000000 | 31271ACC97DF0E000
55105664507485396992 | 101111110010111110101001011110100001000000100001001010000000000000 | 2FCBEA5E84084A000
271498907714175008768 | 11101011011111001101111000100001101001101001111101101000000000000000 | EB7CDE21A69F68000
26254508012126699520 | 10110110001011010101111111110111101000111011101011000000000000000 | 16C5ABFEF47758000
19725895128038199296 | 10001000111000000011101010001101101001111010100110101000000000000 | 111C0751B4F535000
371255462361614974976 | 101000010000000110100010111000000010110101011011101110000000000000000 | 1420345C05AB770000
114797369210179993600 | 1100011100100100010001011110001001011111010001001001100000000000000 | 639222F12FA24C000
44263682020789696 | 10011101010000011001010110010011010011001100110111000000 | 9D4195934CCDC0
179453005182599987200 | 10011011101001101001001001010110111001001001001101001000000000000000 | 9BA69256E49348000
348412548696751996928 | 100101110001100110010000001110001001000100110011001000000000000000000 | 12E332071226640000
145656741864163999744 | 1111110010101100100101100110000000011000010010000111000000000000000 | 7E564B300C2438000
232582422717190995968 | 11001001101110111010110000010010111111010001111010011000000000000000 | C9BBAC12FD1E98000
78049628932681203712 | 1000011101100100111111110111111110101010111100000111000000000000000 | 43B27FBFD57838000
185096812330005987328 | 10100000100010111011111110100010000100010011001001101000000000000000 | A08BBFA2113268000
271135708455053983744 | 11101011001011000011100010100100110100100011010111101000000000000000 | EB2C38A4D235E8000
367251373991047004160 | 100111110100010100010111110101101110100011010011111010000000000000000 | 13E8A2FADD1A7D0000
226934476061860986880 | 11000100110101011001001101111010000010111100100111001000000000000000 | C4D5937A0BC9C8000
47669962281914097664 | 101001010110001101101110100010000100001101110000100110000000000000 | 2958DBA210DC26000
157155709156958011392 | 10001000010011111001001111001101010011100101000101100000000000000000 | 884F93CD4E5160000
68957233122488901632 | 111011110011111001010011100010110001111111110000000110000000000000 | 3BCF94E2C7FC06000
190422072807236993024 | 10100101001010100011000110100101000110011100111011101000000000000000 | A52A31A519CEE8000
36193347776142598144 | 11111011001001000100110100000101010110101001001110110000000000000 | 1F6489A0AB5276000
26274104706714001408 | 10110110010100000010111110000011001001011000110110110000000000000 | 16CA05F064B1B6000
72647620194673401856 | 111111000000110000001100011010100111011001000000001010000000000000 | 3F03031A9D900A000
94368860565877702656 | 1010001110110100001100010101011001001101111100000100100000000000000 | 51DA18AB26F824000
66596020841553502208 | 111001110000110100100110000001110101010011010011101010000000000000 | 39C34981D534EA000
180854427060873986048 | 10011100110111011011111111110011010000111100001100000000000000000000 | 9CDDBFF343C300000
38103393674538500096 | 100001000011001010011100101010101010100011101110111100000000000000 | 210CA72AAA3BBC000
41281970227431800832 | 100011110011100111000001010011001101011010010100110000000000000000 | 23CE705335A530000
203379435450584006656 | 10110000011001110100111001101111110111101011100011000000000000000000 | B0674E6FDEB8C0000
36647156085393498112 | 11111110010010100110110100100101101110010001011001010000000000000 | 1FC94DA4B722CA000
50857067913821601792 | 101100000111001000100110011101000010111001010000001100000000000000 | 2C1C899D0B940C000
258994427773841014784 | 11100000101001000101000010111101100101011001010110111000000000000000 | E0A450BD9595B8000
262342523605026013184 | 11100011100010111011110111110100010010111101000110110000000000000000 | E38BBDF44BD1B0000
140102247480638996480 | 1111001100001001111001010111100101001000101010110101000000000000000 | 7984F2BCA455A8000
77867471984783507456 | 1000011100010100000110101010011010111101010101100111100000000000000 | 438A0D535EAB3C000
231545171832895995904 | 11001000110101010101101100110000000011001100100011001000000000000000 | C8D55B300CC8C8000
81525832565964800000 | 1000110101101100101111100001100011011000000010011100000000000000000 | 46B65F0C6C04E0000
353982033494843981824 | 100110011000001111100110011111111110010000010100110100000000000000000 | 13307CCFFC829A0000
210098391656596996096 | 10110110001110110011011011100001000000001100010110111000000000000000 | B63B36E100C5B8000
105904725557247000576 | 1011011110110111001001010101100100101111010111100001100000000000000 | 5BDB92AC97AF0C000
52602024910651801600 | 101101100111111111111011101111010101110001101001100100000000000000 | 2D9FFEEF571A64000
77326611363078504448 | 1000011000100011111010011110101011100111100111110101000000000000000 | 4311F4F573CFA8000
33491902621416398848 | 11101000011001011001000111111110010001001011111111010000000000000 | 1D0CB23FC897FA000
164201543960875008000 | 10001110011011000001000100100100000101011110101001001000000000000000 | 8E6C112415EA48000
88756741519239397376 | 1001100111110111111010010100010100010001011011011011100000000000000 | 4CFBF4A288B6DC000
208147409480217985024 | 10110100100010100000001001100001110000101010001010110000000000000000 | B48A0261C2A2B0000
259126577496067997696 | 11100000110000011010100010010101001000111011110111010000000000000000 | E0C1A89523BDD0000
333046348613029986304 | 100100000110111110010010100011000001000100100100100000000000000000000 | 120DF2518224900000
72137690187063296000 | 111110100100011100100011110000010111110101000101110000000000000000 | 3E91C8F05F5170000
246011453202310987776 | 11010101011000011000010000010100001101010001011000011000000000000000 | D5618414351618000
55771128090316996608 | 110000010111111010110110011000001010010010001001111000000000000000 | 305FAD98292278000
126052434485817999360 | 1101101010101010100001101010100111101111000011000011000000000000000 | 6D554354F78618000
280309980757985001472 | 11110011001000010101000110100101101001111100010001110000000000000000 | F32151A5A7C470000
22358171320449699840 | 10011011001001000001011100101101101110110101110110001000000000000 | 136482E5B76BB1000
70300723827413803008 | 111100111110011110010101111101101000010001110101101110000000000000 | 3CF9E57DA11D6E000
240197642654397005824 | 11010000010101101001011100110101111101011101100011001000000000000000 | D0569735F5D8C8000
79008900236229607424 | 1000100100001111000000000000010100001100010101111100000000000000000 | 44878002862BE0000
343179319804648030208 | 100101001101010010001110111010001111011010000001110010000000000000000 | 129A91DD1ED0390000
193128079156162002944 | 10100111100000110000110001001100000110010000100011110000000000000000 | A7830C4C1908F0000
32676672105641000960 | 11100010101111010110111000010011011010010101001011100000000000000 | 1C57ADC26D2A5C000
260205291012393009152 | 11100001101100010010111001011000110010001110110101000000000000000000 | E1B12E58C8ED40000
249017585195724013568 | 11010111111111010000001011100110001001000000101100111000000000000000 | D7FD02E6240B38000
148672947815839989760 | 10000000111101000000011010100101010111100001010101001000000000000000 | 80F406A55E1548000
370042510494052974592 | 101000000111101011111000101101011100110011111110010010000000000000000 | 140F5F16B99FC90000
195131660090539999232 | 10101001001111111110111010110000000000100000111001111000000000000000 | A93FEEB0020E78000
298309071194748026880 | 100000010101111011110101101111011111000001111101010110000000000000000 | 102BDEB7BE0FAB0000
134726642226442993664 | 1110100110110110101001011110100101011101000010001110000000000000000 | 74DB52F4AE8470000
265024186480307011584 | 11100101110111110011000011010111001000001101100101010000000000000000 | E5DF30D720D950000
325846240244729970688 | 100011010101000000110011001010001100001011111101110010000000000000000 | 11AA0665185FB90000
351378877330189975552 | 100110000110001011100100010110011111100101001100010000000000000000000 | 130C5C8B3F29880000
215760018572146999296 | 10111011001001000101100100011011111011101100100000011000000000000000 | BB24591BEEC818000
3214932489398090240 | 10110010011101101111000001000011001111011011110111101000000000 | 2C9DBC10CF6F7A00
50897184552871903232 | 101100001001010111000111111010111110011101011011011100000000000000 | 2C2571FAF9D6DC000
31114048252596400128 | 11010111111001011010011100000100101010100010111110011000000000000 | 1AFCB4E09545F3000
170871470809758007296 | 10010100001101010001011010010110001010111000001001111000000000000000 | 943516962B8278000
197723481903691005952 | 10101011011111110110111010110011010100011110111000010000000000000000 | AB7F6EB351EE10000
176541877794868002816 | 10011001001000000010101111100111111011010111100001111000000000000000 | 99202BE7ED7878000
189779932499135987712 | 10100100100110111001110000110001110001011100100111001000000000000000 | A49B9C31C5C9C8000
337093968896679018496 | 100100100011000011110010110101011011000001101001000010000000000000000 | 12461E5AB60D210000
151342734577213014016 | 10000011010001001101011001110011111111110011000000101000000000000000 | 8344D673FF3028000
321817871545923993600 | 100010111001000011110110000010001101101011011000101110000000000000000 | 11721EC11B5B170000
5246752926164400128 | 100100011010000001101011111110011100100010001010011100000000000 | 48D035FCE4453800
238313885323623989248 | 11001110101101000101000000000000111110001101110010010000000000000000 | CEB45000F8DC90000
341137497897385000960 | 100100111111000111011110110101110100111101011001100110000000000000000 | 127E3BDAE9EB330000
151475171937044987904 | 10000011011000100011111010100101001110101110110010010000000000000000 | 83623EA53AEC90000
252672878265390989312 | 11011011001010001010011001000001000001101000001001100000000000000000 | DB28A641068260000
310927367553660026880 | 100001101101011111011111010010110110100011111001110010000000000000000 | 10DAFBE96D1F390000
336843459676133982208 | 100100100001010100100010111011110011011111101100101010000000000000000 | 1242A45DE6FD950000
100852706403985997824 | 1010111011110011100110010100010001001000110010110010100000000000000 | 5779CCA2246594000
188487845327375990784 | 10100011011111001011010110001010110010000001000001001000000000000000 | A37CB58AC81048000
245060604333865009152 | 11010100100011100110001010010100000101000010100100111000000000000000 | D48E6294142938000
285718619560886009856 | 11110111110100100100011100101011000001000001100101100000000000000000 | F7D2472B041960000
211826620506612006912 | 10110111101110101111010101010000101110010100000101011000000000000000 | B7BAF550B94158000
301238834023002996736 | 100000101010010000111010100111000001100011101111100110000000000000000 | 10548753831DF30000
87020678505980903424 | 1001011011110100111100011100000101110111110011101100100000000000000 | 4B7A78E0BBE764000
324830232536124030976 | 100011001101111101100110011110111011110011111001101010000000000000000 | 119BECCF779F350000
124465589884898000896 | 1101011111101001110100110101000110110101000110011000100000000000000 | 6BF4E9A8DA8CC4000
71421865266662703104 | 111101111100101101011100000000110011111111001111011000000000000000 | 3DF2D700CFF3D8000
310449819063002005504 | 100001101010001011011010100011001101010101010100001110000000000000000 | 10D45B519AAA870000
72075465421933297664 | 111110100000111111011111011110110111010111010010001100000000000000 | 3E83F7DEDD748C000
10307270980835700736 | 1000111100001010110010000101100011001000011001110111000000000000 | 8F0AC858C8677000
178770365420240011264 | 10011011000011101111111011000010111100001000001011101000000000000000 | 9B0EFEC2F082E8000
319507673094932004864 | 100010101001000001111010001111101101100001011000011100000000000000000 | 11520F47DB0B0E0000
251517531465525985280 | 11011010001010000001110001100100010101011001110011111000000000000000 | DA281C64559CF8000
107618532405293006848 | 1011101010110000001110101010000100100000010010110101100000000000000 | 5D581D509025AC000
288480768018918014976 | 11111010001101111001100100100001001110011011011110100000000000000000 | FA37992139B7A0000
20809758534547800064 | 10010000011001011000111010010000111100001011000000000000000000000 | 120CB1D21E1600000
279187912366812987392 | 11110010001010000010101101110001100010111110110001101000000000000000 | F2282B718BEC68000
235078860424261992448 | 11001011111001011111111000100000110111111111110001010000000000000000 | CBE5FE20DFFC50000
163315193675563008000 | 10001101101001110100000111110101110111110000000011100000000000000000 | 8DA741F5DF00E0000
116175409222126993408 | 1100100110001000001111101110010100111110000100001010000000000000000 | 64C41F729F0850000
25733403362168500224 | 10110010100011111011010100000010000110111111001010111000000000000 | 1651F6A0437E57000
188107016197396987904 | 10100011001010000010010111101001100100001100011111111000000000000000 | A32825E990C7F8000
129630251417589006336 | 1110000011011111011001010101101101010010001111110000100000000000000 | 706FB2ADA91F84000
351514838410735976448 | 100110000111000111111100100110010000100001110110000010000000000000000 | 130E3F93210EC10000
299289098823410974720 | 100000011100101111000011110011010110110100100001100010000000000000000 | 10397879ADA4310000
310267770907717009408 | 100001101000111010100100011011100010101111110110000000000000000000000 | 10D1D48DC57EC00000
130587304325314002944 | 1110001010001000011010011010110011100010110001011000100000000000000 | 714434D67162C4000
188222757996994985984 | 10100011010000011101100100010010011010111111001100111000000000000000 | A341D9126BF338000
260940274267066990592 | 11100010010101000110000101001110110011010001100010000000000000000000 | E254614ECD1880000
277036702398458986496 | 11110000010010101000000101010000011100101101110000011000000000000000 | F04A815072DC18000
333870275671604985856 | 100100001100101100001011111101100110110000011110000100000000000000000 | 1219617ECD83C20000
52175887384205803520 | 101101010000010101111111010010001011100000010111110100000000000000 | 2D415FD22E05F4000
368708745443290972160 | 100111111110011011100100110100111101001011111010010010000000000000000 | 13FCDC9A7A5F490000
79938722067387908096 | 1000101010101011111011001000010111111010001010101100000000000000000 | 4555F642FD1560000
317774475914433003520 | 100010011101000000001101110100011001111101101101101000000000000000000 | 113A01BA33EDB40000
85815184392404992000 | 1001010011011101100110001111000100101011011111100100000000000000000 | 4A6ECC7895BF20000
186092173097767993344 | 10100001011010001100001101010111100101001100111101110000000000000000 | A168C35794CF70000
56947441728635297792 | 110001011001001101111101001000100000011110100100000110000000000000 | 3164DF4881E906000
18513988116188299264 | 10000000011101110111001100001100110110001001101010000000000000000 | 100EEE619B1350000
94884008067339206656 | 1010010010011000111101101101001111011000111000011010100000000000000 | 524C7B69EC70D4000
368354269838458028032 | 100111111011111110001010000001100101100100011101011010000000000000000 | 13F7F140CB23AD0000
208633326848032014336 | 10110100111101011110011110010110000110101100111010101000000000000000 | B4F5E7961ACEA8000
208592912235452989440 | 10110100111011001110111001001000000101101010011010001000000000000000 | B4ECEE4816A688000
261088985644557991936 | 11100010011101010110011010010010001010001110111100010000000000000000 | E275669228EF10000
257142534223825993728 | 11011111000010010001110011000111101000011110111000000000000000000000 | DF091CC7A1EE00000
34401010404573900800 | 11101110101101000111100001011001011010111001001001111000000000000 | 1DD68F0B2D724F000
277414696379766996992 | 11110000100111100110111111001000110100100100110110110000000000000000 | F09E6FC8D24DB0000
307841025189926993920 | 100001011000000100111000001010110011000001001101011010000000000000000 | 10B027056609AD0000
284041123724131008512 | 11110110010111011100110010010001110011011011100110111000000000000000 | F65DCC91CDB9B8000
74768466645681799168 | 1000000110110011110111101000100011000100000100000011000000000000000 | 40D9EF44620818000
267384638531699998720 | 11100111111010110101000100000001010001111110001101000000000000000000 | E7EB510147E340000
356218767261348003840 | 100110100111110000111010010010111111100001100001100100000000000000000 | 134F87497F0C320000
66337855815038902272 | 111001100010011111011010000110010000001000011110011010000000000000 | 3989F68640879A000
182489755346833997824 | 10011110010010001101110110011001110110100011111110111000000000000000 | 9E48DD99DA3FB8000
106085252662986997760 | 1011100000000111010100001110011101110110100111001110000000000000000 | 5C03A873BB4E70000
283875557744980983808 | 11110110001110010000100100111011101101011101011110110000000000000000 | F639093BB5D7B0000
13511779719294599168 | 1011101110000011011111000001000011110011111000011100000000000000 | BB837C10F3E1C000
19213279514923999232 | 10000101010100011010001111110110000101001010101011010000000000000 | 10AA347EC2955A000
245745391164817014784 | 11010101001001100111000000110011111111100000010101100000000000000000 | D5267033FE0560000
